지 역,2013년 10월,,2013년 11월,,2013년 12월,,2014년 01월,,2014년 02월,,2014년 03월,,2014년 04월,,2014년 05월,,2014년 06월,,2014년 07월,,2014년 08월,,2014년 09월,,2014년 10월,,2014년 11월,,2014년 12월,,2015년 01월,,2015년 02월,,2015년 03월,,2015년 04월,,2015년 05월,,2015년 06월,,2015년 07월,,2015년 08월,,2015년 09월,,2015년 10월,,2015년 11월,,2015년 12월,,2016년 01월,,2016년 02월,,2016년 03월,,2016년 04월,,2016년 05월,,2016년 06월,,2016년 07월,,2016년 08월,,2016년 09월,,2016년 10월,,2016년 11월,,2016년 12월,,2017년 01월,,2017년 02월,,2017년 03월,,2017년 04월,,2017년 05월,,2017년 06월,,2017년 07월,,2017년 08월,,2017년 09월,,2017년 10월,,2017년 11월,,2017년 12월,,2018년 01월,,2018년 02월,,2018년 03월,,2018년 04월,,2018년 05월,,2018년 06월,,2018년 07월,,2018년 08월,,2018년 09월,,2018년 10월,,2018년 11월,,2018년 12월,,2019년 01월,,2019년 02월,,2019년 03월,,2019년 04월,,2019년 05월,,2019년 06월,,2019년 07월,,2019년 08월,,2019년 09월,,2019년 10월,,2019년 11월,,2019년 12월,,2020년 01월,,2020년 02월,,2020년 03월,,2020년 04월,,2020년 05월,,2020년 06월,,2020년 07월,,2020년 08월,,2020년 09월,,2020년 10월,,2020년 11월,,2020년 12월,,2021년 01월,,2021년 02월,,2021년 03월,,2021년 04월,,2021년 05월,,2021년 06월,,2021년 07월,,2021년 08월,,2021년 09월,,2021년 10월,,2021년 11월,,2021년 12월,,2022년 01월,,2022년 02월,,2022년 03월,,2022년 04월,,2022년 05월,,2022년 06월,,2022년 07월,,2022년 08월,,2022년 09월,,2022년 10월,,2022년 11월,,2022년 12월,,2023년 01월,,2023년 02월,,2023년 03월,,2023년 04월,,2023년 05월,,2023년 06월,,2023년 07월,,2023년 08월,,2023년 09월,,2023년 10월,,2023년 11월,
,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률,지수,변동률
강남구,66.744,0.32,66.731,-0.02,66.628,-0.15,66.828,0.3,67.338,0.76,67.902,0.84,67.819,-0.12,67.794,-0.04,67.779,-0.02,67.876,0.14,68.22,0.51,68.831,0.9,69.082,0.37,69.056,-0.04,68.966,-0.13,69.225,0.37,69.769,0.79,70.631,1.24,71.298,0.94,71.89,0.83,72.668,1.08,73.408,1.02,74.079,0.91,74.6,0.7,74.956,0.48,75.424,0.62,75.686,0.35,75.464,-0.29,75.286,-0.24,75.252,-0.04,75.504,0.33,76.042,0.71,76.87,1.09,77.506,0.83,78.093,0.76,78.818,0.93,80.051,1.56,80.401,0.44,80.26,-0.17,80.068,-0.24,80.11,0.05,80.411,0.38,80.641,0.29,81.086,0.55,82.409,1.63,82.66,0.3,83.354,0.84,83.21,-0.17,83.5,0.35,84.113,0.73,85.541,1.7,88.702,3.7,90.875,2.45,91.763,0.98,91.949,0.2,91.779,-0.19,91.354,-0.46,91.064,-0.32,91.789,0.8,93.866,2.26,94.304,0.47,94.119,-0.2,93.611,-0.54,92.55,-1.13,91.555,-1.08,90.745,-0.88,90.462,-0.31,90.414,-0.05,90.432,0.02,90.603,0.19,90.827,0.25,91.005,0.2,91.979,1.07,92.956,1.06,95.712,2.96,96.28,0.59,96.1,-0.19,95.779,-0.33,94.888,-0.93,94.019,-0.92,94.083,0.07,94.975,0.95,95.318,0.36,95.461,0.15,95.487,0.03,95.525,0.04,95.804,0.29,96.258,0.47,96.834,0.6,97.373,0.56,97.965,0.61,98.672,0.72,100,1.35,100.948,0.95,101.981,1.02,103.324,1.32,104.521,1.16,105.358,0.8,105.833,0.45,105.895,0.06,105.85,-0.04,105.864,0.01,106.007,0.14,106.102,0.09,106.112,0.01,106.068,-0.04,105.887,-0.17,105.436,-0.43,104.428,-0.96,102.828,-1.53,100.906,-1.87,99.88,-1.02,99.144,-0.74,98.718,-0.43,98.651,-0.07,99.094,0.45,99.697,0.61,100.163,0.47,100.821,0.66,101.45,0.62,101.763,0.31,101.717,-0.05
