"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200101 ~ 20201231"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","등기신청일자","거래유형","중개사소재지"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202002","6","177,000","14","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202002","18","198,000","12","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202002","29","170,000","10","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202004","17","175,000","5","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202005","5","186,000","1","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","202005","16","157,000","5","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202005","23","177,000","2","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202006","4","189,000","8","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202006","5","167,500","2","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202006","9","185,000","2","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202007","7","180,000","2","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202007","11","172,000","1","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202007","21","200,000","4","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202007","24","190,000","11","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202007","29","220,000","9","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202008","1","215,000","2","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202008","8","190,000","3","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202008","11","205,000","14","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202008","12","189,000","9","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202008","15","215,000","5","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202008","15","210,000","13","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202008","18","220,000","8","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202008","20","222,000","8","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202008","26","209,500","1","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202008","28","193,000","14","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202009","1","230,000","14","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","202009","2","184,000","8","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","202009","5","184,000","7","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.17","202009","9","230,000","14","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.25","202009","16","215,000","5","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","202010","13","177,000","14","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202010","21","187,000","14","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","202011","1","180,000","1","1983","삼성로4길 17","20201104"," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","202011","1","180,000","1","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","202011","7","190,000","7","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202012","2","210,000","9","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202012","17","205,000","13","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202012","17","205,000","7","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.19","202012","21","207,000","6","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.98","202012","23","200,000","3","1983","삼성로4길 17",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202001","14","180,000","14","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202002","19","167,700","2","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202002","28","157,000","12","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202003","7","158,500","11","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202003","12","200,000","4","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202003","26","167,500","12","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202005","8","175,000","5","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202005","15","150,000","12","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202005","16","146,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202006","2","165,000","4","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202006","10","171,500","8","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202006","11","180,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202006","16","205,000","2","1983","개포로 516","20200731"," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202006","16","205,000","2","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202006","17","193,000","8","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202006","29","210,000","13","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202007","17","77,500","5","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202007","22","163,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202007","27","194,000","7","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202007","30","209,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202008","22","195,000","4","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202008","24","195,000","10","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202009","4","185,000","6","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202009","9","220,000","10","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202009","19","203,000","9","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202010","17","230,000","9","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202010","27","182,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202011","2","221,000","14","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202011","2","188,000","10","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202011","7","177,000","1","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202011","7","204,000","2","1983","개포로 516","20201114"," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","60.13","202011","7","177,000","1","1983","개포로 516","20201202"," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202011","14","204,000","2","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.21","202011","17","234,500","6","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202011","21","230,000","12","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202011","21","225,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202011","25","180,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202011","25","178,000","10","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","53.06","202011","26","165,000","1","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.02","202012","24","225,000","11","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202001","12","171,000","2","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","53.46","202002","6","154,500","12","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","53.46","202005","17","144,500","8","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","53.46","202005","23","150,000","10","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","73.26","202005","31","180,000","6","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","83.7","202006","13","195,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","73.26","202006","26","183,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","83.7","202007","3","202,000","2","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202008","6","179,500","8","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202008","11","173,000","15","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202008","26","180,000","4","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","73.26","202009","2","205,000","5","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202009","8","175,000","15","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202009","16","185,000","10","1983","개포로 516","20201019"," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","83.7","202009","19","230,000","3","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202009","22","185,000","12","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202010","19","185,000","10","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","73.26","202010","26","204,500","13","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","73.26","202011","7","207,000","14","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","83.7","202011","14","240,000","12","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","60.76","202011","19","200,000","5","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","53.46","202011","21","175,000","10","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","83.7","202012","3","249,000","4","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","83.7","202012","14","240,000","14","1983","개포로 516",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남1","96.98","202002","17","197,000","2","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남1","96.98","202006","9","200,000","9","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남1","96.98","202007","3","215,000","3","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남1","96.98","202007","11","210,000","12","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남1","123.28","202009","5","265,000","5","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남1","123.28","202009","8","268,000","10","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남1","123.28","202011","1","260,000","12","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남1","123.28","202012","26","265,000","8","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남2차","149.21","202003","9","247,000","5","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남2차","182.2","202006","24","279,000","10","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남2차","182.2","202008","20","270,000","1","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남2차","186.16","202012","10","315,000","2","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","649","0649","0000","경남2차","182.2","202012","22","270,000","8","1984","언주로 110",""," ","-","-"
"서울특별시 강남구 개포동","1164-30","1164","0030","뉴현대파크빌","69.55","202008","3","62,000","4","2001","논현로2길 61-4","20200924"," ","-","-"
"서울특별시 강남구 개포동","1164-30","1164","0030","뉴현대파크빌","69.55","202009","23","62,000","4","2001","논현로2길 61-4",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","94.29","202001","4","285,000","12","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","76.17","202003","11","228,000","2","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","84.3558","202004","27","229,000","19","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","59.8072","202005","2","189,000","20","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","76.1709","202005","9","221,000","21","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","59.7479","202005","21","188,000","6","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","84.3558","202006","10","227,000","5","2019","삼성로 11","","20200618","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","59.8732","202006","27","207,000","13","2019","삼성로 11","","20200820","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","59.7479","202006","29","205,000","15","2019","삼성로 11","","20200825","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","84.3558","202006","30","283,000","12","2019","삼성로 11","","20201008","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","76.1709","202007","1","264,000","16","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","59.87","202007","3","196,500","2","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","76.17","202007","4","259,000","12","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","84.36","202007","5","270,000","2","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","76.17","202007","9","260,000","7","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","84.357","202008","1","280,000","11","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","84.3558","202009","27","270,000","9","2019","삼성로 11",""," ","-","-"
"서울특별시 강남구 개포동","138","0138","0000","디에이치아너힐즈","94.8407","202010","5","309,000","29","2019","삼성로 11",""," ","-","-"
